isbn13,title,subtitle,authors,categories,description,published_year,average_rating,ratings_count
9780192840509,Aesop's Fables,,Laura Gibbs,Fiction,A collection of familiar short moral tales.,2002.0,4.05,95008.0
9780743258074,Benjamin Franklin,An American Life,Walter Isaacson,Biography & Autobiography,"Presents a portrait of Benjamin Franklin as a scientist, inventor, diplomat, writer, business strategist, and statesman while tracing his life as one of America's Founding Fathers.",2004.0,3.99,94903.0
9780142001806,The Eyre Affair,A Novel,Jasper Fforde,Fiction,,2003.0,3.91,93927.0
9780751504385,Skeleton Crew,,Stephen King,English fiction,,1993.0,3.95,93593.0
9781579126278,The Murder of Roger Ackroyd,A Hercule Poirot Mystery,Agatha Christie,Fiction,"A widow's sudden suicide sparks rumors that she murdered her first husband, was being blackmailed, and was carrying on a secrey affair with the wealthy Roger Ackroyd.",1926.0,4.23,93453.0
9780440241898,Shopaholic Ties the Knot,,Sophie Kinsella,Fiction,,2004.0,3.77,93132.0
9780141318301,The Twits,,Roald Dahl;Simon Callow,,,2004.0,3.95,93010.0
9780142000687,Cannery Row,,John Steinbeck,Fiction,"Vividly depicts the colorful, sometimes disreputable, inhabitants of a run-down area in Monterey, California.",2002.0,4.03,92582.0
9780141000183,Chocolat,A Novel,Joanne Harris,Fiction,,2000.0,3.96,92266.0
9780385603102,House of Leaves,,Mark Z. Danielewski,Experimental fiction,"Johnny Truant wild and troubled sometime employee in a LA tattoo parlour, finds a notebook kept by Zampano, a reclusive old man found dead in a cluttered apartment.",2000.0,4.12,90180.0
9780312985349,Eleven on Top,,Janet Evanovich,Fiction,,2006.0,4.16,89961.0
9781573225786,The Color of Water,A Black Man's Tribute to His White Mother,James McBride,Biography & Autobiography,"An African American man describes life as the son of a white mother and Black father, reflecting on his mother's contributions to his life and his confusion over his own identity",1997.0,4.08,89841.0
9780385732536,Messenger,,Lois Lowry,Juvenile Fiction,"In this novel that unites characters from ""The Giver"" and ""Gathering Blue,"" Matty, a young member of a utopian community that values honesty, conceals an emerging healing power that he cannot explain or understand.",2004.0,3.91,89571.0
9781585424337,Think and Grow Rich,The Landmark Bestseller--now Revised and Updated for the 21st Century,Napoleon Hill;Arthur R. Pell,Business & Economics,,2005.0,4.18,88437.0
9780060590277,A Dirty Job,A Novel,Christopher Moore,Fiction,,2006.0,4.07,88016.0
9780385339094,The Street Lawyer,,John Grisham,Fiction,,2005.0,3.83,86911.0
9780061020704,The Light Fantastic,,Terry Pratchett,Fiction,,2000.0,3.97,86465.0
9780060852559,"Animal, Vegetable, Miracle",A Year of Food Life,Barbara Kingsolver;Camille Kingsolver;Steven L. Hopp,Biography & Autobiography,,2007.0,4.04,86130.0
9780440234746,The Testament,,John Grisham,Fiction,"A suicidal billionaire, a burnt-out Washington litigator, and a woman who has forsaken technology to work in the wilds of Brazil are all brought together by an astounding mystery of the testament",2000.0,3.85,85975.0
9780812968972,The Birth of Venus,A Novel,Sarah Dunant,Fiction,,2004.0,3.8,85882.0
9780192839992,Dubliners,,James Joyce,Fiction,,2000.0,3.85,85800.0
9780767905206,Mr. Maybe,,Jane Green,Fiction,,2002.0,3.44,85775.0
9780374292799,The World Is Flat [Updated and Expanded],A Brief History of the Twenty-first Century,Thomas L. Friedman,Social Science,"Offers a concise history of globalization, discussing a wide range of topics, from the September 11 terrorist attacks to the growth of the middle class in both China and India.",2006.0,3.68,85459.0
9780060959036,Prodigal Summer,A Novel,Barbara Kingsolver,Fiction,"Over the course of one humid summer, this novel's intriguing protagonists face disparate predicaments but find connections to one another and to the flora and fauna with which they necessarily share a place.",2001.0,4.0,85440.0
9780743454551,Vanishing Acts,A Novel,Jodi Picoult,Fiction,,2005.0,3.69,85123.0
9781862301382,Redwall,,Brian Jacques,Animals,,2006.0,4.13,84503.0
9780553258479,Exodus,,Leon Uris,Eretz Israel,A novel of Israel.,1958.0,4.34,83870.0
9780099578512,Midnight's Children,,Salman Rushdie,Children of the rich,,1995.0,3.99,83826.0
9780452282827,We Were the Mulvaneys,,Joyce Carol Oates,Fiction,"The Mulvaneys, at first a close and very lucky family, drift apart over the years, until the youngest son, Judd, discovers the secret of their downfall and sets out to help reunite the family",1996.0,3.72,83736.0
9780440421702,Hoot,,Carl Hiaasen,Bullying,"Roy, who is new to his small Florida community, befriends a mysterious boy who introduces him to potty-trained alligators, burrowing owls, and sparkly-tailed poisonous snakes.",2006.0,3.82,83557.0
9781581345285,This Present Darkness,,Frank E. Peretti,Fiction,A prayerful pastor and a skeptical reporter compare notes and find themselves fighting a plot to subjugate the human race. A gripping look into the invisible spiritual warfare around us and the power of prayer.,2003.0,4.23,82841.0
9780765304742,Children of the Mind,,Orson Scott Card,Fiction,,2002.0,3.75,82264.0
9780143034759,Alexander Hamilton,,Ron Chernow,Biography & Autobiography,,2004.0,4.24,82247.0
9780441014897,Magic Bites,,Ilona Andrews,Fiction,"Earning a living cleaning up magical messes, mercenary Kate Daniels is drawn into a power struggle between two factions--necromancers and shapeshifters--within Atlanta's magic circles when her guardian is murdered. Original.",2007.0,4.07,82231.0
9780441627400,The Once and Future King,,Terence Hanbury White,Fiction,"Describes King Arthur's life from his childhood to the coronation, creation of the Round Table, and search for the Holy Grail",1987.0,4.08,82205.0
9780812575583,Winter's Heart,Book Nine of 'The Wheel of Time',Robert Jordan,Fiction,,2002.0,3.94,82029.0
9780486426754,The Pilgrim's Progress,,John Bunyan,Fiction,,2003.0,3.99,81657.0
9780060839789,The Professor and the Madman,"A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary",Simon Winchester,Biography & Autobiography,,2005.0,3.84,81384.0
9780872863101,Howl and Other Poems,Pocket Poets Number 4,Allen Ginsberg,,,1996.0,4.13,81285.0
9780385495226,The Hot Zone,,Richard Preston,Health & Fitness,"Describes how a strain of lethal virus showed up in 1989 at a Virginia laboratory, and relates the efforts of a military biohazard SWAT team to identify and contain the virus",1994.0,4.11,80870.0
9781563892264,Dream Country,,Neil Gaiman;Kelley Jones;Charles Vess,Comics & Graphic Novels,"A collection of stories, comics, and plays that deal with never ending dreams.",1995.0,4.24,80439.0
9780060512804,Cryptonomicon,,Neal Stephenson,Fiction,,2002.0,4.25,80225.0
9780812577563,Knife of Dreams,,Robert Jordan,Fiction,,2006.0,4.14,80208.0
9781406914832,A Doll's House,,Henrik Ibsen,Performing Arts,,2007.0,3.71,80050.0
9780330419642,Absolute Power,,David Baldacci,Murder,,2003.0,4.16,79864.0
9780747571773,Sideways Stories from Wayside School,,Louis Sachar;Peter Allen,Children's stories,"Humorous episodes from the classroom on the thirtieth floor of Wayside School, which was accidentally built sideways with one classroom on each story.",2004.0,4.15,79394.0
9780713998948,America,(the Book) : a Citizen's Guide to Democracy Inaction,Jon Stewart;Ben Karlin;David Javerbaum,Democracy,,2005.0,4.02,79299.0
9780451197962,The Running Man,,Stephen King;Richard Bachman,Fiction,Welcome to America in 2025 when the best men don't run for president. They run for thier lives--in the ultimate death game.,1999.0,3.86,79294.0
9780312349493,Lean Mean Thirteen,,Janet Evanovich,Fiction,"Trenton, New Jersey, bounty hunter Stephanie Plum, along with her offbeat family and associates, embarks on her thirteenth zany and perilous adventure, in the sequel to Twelve Sharp. 1,250,000 first printing.",2007.0,4.09,78572.0
9780393324815,Moneyball: The Art of Winning an Unfair Game,,Michael Lewis,Business & Economics,"Explains how Billy Beene, the general manager of the Oakland Athletics, is using a new kind of thinking to build a successful and winning baseball team without spending enormous sums of money.",2003.0,4.26,78308.0
9780452286030,Bitten,,Kelley Armstrong,Fiction,"On the eve of her marriage, Elena Michaels learns that her fiance has been concealing his secret life as a werewolf, and, as a bonus, he has made her into one also.",2004.0,4.05,77935.0
9780743464116,Band of Brothers,"E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,History,"Through soldiers' journals and letters, describes Easy Company's contributions to the campaigns in western Europe and recounts their stories of survival.",2002.0,4.43,77632.0
9780143037613,Bleak House,,Charles Dickens;Nicola Bradbury,Fiction,The English equity court of the nineteenth-century is satirized in Dickins' tale about the suit of Jarndyce vs. Jarndyce.,2006.0,4.01,77515.0
9780316926348,Brideshead Revisited,,Evelyn Waugh,Fiction,"Aristocratic, beautiful and charming, the Marchmains are indeed a symbol of England and her decline in this novel of the upper class of the 1920s and the abdication of responsibility in the 1930s.",1982.0,4.0,76839.0
9781416509646,The Farthest Shore,Book Three,Ursula K. Le Guin,Fiction,"When the prince of Enlad declares the wizards have forgotten their spells, Ged sets out to test the ancient prophecies of Earthsea.",2004.0,4.13,76746.0
9780380727506,Notes from a Small Island,,Bill Bryson,Travel,,1997.0,3.92,76476.0
9781573221115,The Art of Happiness,A Handbook for Living,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Religion,,1998.0,4.16,75417.0
9781400032822,Haunted,,Chuck Palahniuk,Fiction,,2006.0,3.59,75255.0
9780618084746,The Heart is a Lonely Hunter,,Carson McCullers,Fiction,"A quiet, sensitive girl searches for beauty in a small, but damned Southern town.",2000.0,3.98,75018.0
9780312423797,Dry,A Memoir,Augusten Burroughs,Biography & Autobiography,,2004.0,4.02,75017.0
9781580495868,The Red Badge of Courage,,Stephen Crane,Juvenile Nonfiction,"As he faces battle in the Civil War for the first time, a young Union soldier comes to grips with his fear and conflicting emotions about war.",2004.0,3.23,74477.0
9780141183534,A Room of One's Own,,Virginia Woolf,Fiction,"It ranges over Jane Austen and Charlotte Bronte, the silent fate of Shakespeare's gifted and imaginary sister, and over the effects of poverty and chastity on female creativity.",2002.0,4.13,73875.0
9780385339674,The Brethren,,John Grisham,Fiction,,2005.0,3.73,73858.0
9780060525118,Size 12 Is Not Fat,A Heather Wells Mystery,Meg Cabot,Fiction,,2006.0,3.74,73592.0
9780099448471,Sputnik Sweetheart,,Haruki Murakami,Businesswomen,,2002.0,3.82,73452.0
9780385333139,Black and Blue,A Novel,Anna Quindlen,Fiction,"The Pulitzer Prizewinning New York Times columnist presents her third novel, which traces the dissolution of a passionate marriage into a violent nightmare, forcing Fran Benedetto to start a new life, and a new identity.",2000.0,3.88,73165.0
9780060012380,The Wee Free Men,,Terry Pratchett,Juvenile Fiction,"Luckily she has some very unusual help: the local Nac Mac Feegle—aka the Wee Free Men—a clan of fierce, sheep-stealing, sword-wielding, six-inch-high blue men.",2004.0,4.27,72982.0
9780385731058,The Second Summer of the Sisterhood,,Ann Brashares,Juvenile Fiction,,2004.0,3.79,72687.0
9780345439109,Drowning Ruth,,Christina Schwarz,Fiction,"An Oprah Book Club selection and bestseller in hardcover, ""Drowning Ruth""--now in paperback--is a stunning portrait of the ties that bind sisters together and the forces that tear them apart.",2001.0,3.74,72319.0
9780345418777,Mostly Harmless,,Douglas Adams,Fiction,"Raised on a planet at the remote edge of the universe, the daughter of Arthur Dent sets out on a transgalactic quest to find the planet of her ancestors",2000.0,3.97,72235.0
9780140436587,Ivanhoe,,Walter Scott,Fiction,"Scott's classic historical romance, set in the twelfth-century England of Richard I, depicts the adventures of the heroic Wilfred of Ivanhoe in winning the hand of beautiful Lady Rowena.",2000.0,3.75,72038.0
9780345419637,The Tale of the Body Thief,,Anne Rice,Fiction,"And in his overwhelming need to destroy his doubts and his loneliness, Lestat embarks on the most dangerous enterprise he has undertaken in all the years of his haunted existence.",1997.0,3.72,71219.0
9780060885434,Little Town on the Prairie,,Laura Ingalls Wilder,Juvenile Fiction,Laura spends her fifteenth summer working hard to help send Mary to a college for the blind.,2007.0,4.18,70683.0
9780689845369,The Tombs of Atuan,,Ursula K. Le Guin,Fiction,"While she is learning her way through the dark labyrinth, a young wizard, Ged, comes to steal the Tombs' greatest hidden treasure, the Ring of Erreth-Akbe.",2001.0,4.09,69119.0
9781400033423,Song of Solomon,,Toni Morrison,Fiction,"Macon Dead, Jr., called ""Milkman,"" the son of the wealthiest African American in town, moves from childhood into early manhood, searching, among the disparate, mysterious members of his family, for his life and reality.",2004.0,4.04,69036.0
9780553380965,The Diamond Age,,Neal Stephenson,Fiction,The story of an engineer who creates a device to raise a girl capable of thinking for herself reveals what happens when a young girl of the poor underclass obtains the device.,2000.0,4.19,68751.0
9780446698870,The Black Dahlia,,James Ellroy,Fiction,,2006.0,3.75,68551.0
9780061122095,By the River Piedra I Sat Down and Wept,A Novel of Forgiveness,Paulo Coelho,Fiction,"But in a small village in the French Pyrenees, by the waters of the River Piedra, a most special relationship will be reexamined in the dazzling light of some of life's biggest questions.",2006.0,3.57,68403.0
9780767903868,In a Sunburned Country,,Bill Bryson,True Crime,The author takes readers on a tour of the land Down Under that goes far beyond packaged-tour routes.,2001.0,4.07,68213.0
9780689852237,The House of the Scorpion,,Nancy Farmer,Young Adult Fiction,"As Matt struggles to understand his existence, he is threatened by a sinister cast of characters, including El Patrón’s power-hungry family, and he is surrounded by a dangerous army of bodyguards.",2004.0,4.1,68128.0
9780141001821,In the Heart of the Sea,The Tragedy of the Whaleship Essex,Nathaniel Philbrick,History,,2001.0,4.16,68051.0
9780345373946,Anne Rice's the Vampire Lestat,A Graphic Novel,Faye Perozich;Anne Rice;Daerick Gross,Humor,Lestat recounts the story of how he became a vampire in eighteenth-century France,1991.0,4.19,67983.0
9781400043460,My Life in France,,Julia Child;Alex Prud'homme,Biography & Autobiography,,2006.0,4.17,67593.0
9780099297703,Hannibal,,Thomas Harris,Dangerously mentally ill,"IF THERE'S A BETTER BOOK THIS YEAR, with truth, fantasy and a touch of erudition combined in prose which really does leap off the page, I'LL EAT MY HAT' Francis Fyfield, Express.",2000.0,3.75,67365.0
9781903436578,Shakespeare's Sonnets,Third Series,William Shakespeare,Drama,No Marketing Blurb,1997.0,4.25,67122.0
9780385720106,A Map of the World,,Jane Hamilton,Fiction,,1995.0,3.8,67012.0
9780743272506,The Boleyn Inheritance,,Philippa Gregory,Fiction,"An only survivor of the ambitious Boleyn family, lady-in-waiting Jane Boleyn testifies against Henry VIII's latest queen, Anne of Cleeves, and conspires to place her young cousin, Catherine Howard, on the throne.",2006.0,3.86,66751.0
9780143036692,The Mermaid Chair,,Sue Monk Kidd,Fiction,,2006.0,3.12,66723.0
9780446696517,True Believer,,Nicholas Sparks,Fiction,"A born skeptic, he travels to the small town of Boone Creek, North Carolina, determined to find the real cause behind the ghostly apparitions that appear in the towns cemetery.",2006.0,3.8,66639.0
9780752865331,The Maltese Falcon,,Dashiell Hammett,Crime investigations,A murder involves Sam Spade in a dangerous search for a valuable statue.,2005.0,3.91,66425.0
9780060885427,The Long Winter,,Laura Ingalls Wilder,Juvenile Fiction,"After an October blizzard, Laura's family moves from the claim shanty into town for the winter, a winter that an Indian has predicted will be seven months of bad weather. A Newbery Honor Book.",2007.0,4.14,66192.0
9780671742515,Long Dark Tea-Time of the Soul,,Douglas Adams,Fiction,"When a passenger check-in desk shoots through the roof of a terminal at Heathrow Airport in flames, Dirk Gently investigates the cosmic forces at play",1990.0,4.06,65988.0
9780099556312,Airframe,,Michael Crichton,Adventure stories,,1997.0,3.7,65778.0
9780385339650,The King of Torts,,John Grisham,Fiction,,2005.0,3.67,65756.0
9781400034710,Chronicle of a Death Foretold,A Novel,Gabriel Garcia Marquez,Fiction,"The Nobel laureate weaves a story of a fantastic wedding, the return of the bride to her parents, her brothers' resolve to murder her corruptor, and the townspeoples' refusal to depart from routine.",2003.0,3.96,65713.0
9780385337939,A Painted House,,John Grisham,Fiction,"Racial tension, a forbidden love affair, and murder are seen through the eyes of a seven-year-old boy in a 1950s Southern cotton-farming community.",2004.0,3.69,65551.0
9780812551471,Blood of the Fold,,Terry Goodkind,Fiction,"Richard Rahl and Kahlan Amnell must protect the New World from a savage armageddon of war, monsters, and treachery as they battle ancient forces of evil from the Old World. Reprint.",1997.0,3.99,65522.0
9780312965785,All Creatures Great and Small,,James Herriot,Biography & Autobiography,A country veterinary surgeon in Yorkshire describes the joys and trials of his profession and recalls his early career and experiences with his unique clientele,1998.0,4.32,65381.0
9780743418713,Salem Falls,,Jodi Picoult,Fiction,"Bride is struggling to rebuild his life, but fresh accusations of rape by teenage girls from his former school threaten to destroy him again.",2002.0,3.81,65364.0
9780575076815,A Scanner Darkly,,Philip K. Dick,Detective and mystery stories,,2006.0,4.02,65288.0
9781593080648,The Essential Tales and Poems of Edgar Allan Poe,,Edgar Allan Poe,Literary Collections,"An anthology of short stories and poems by Edgar Allan Poe including ""The Murders in the Rue Morgue,"" ""The Purloined Letter,"" ""Annabel Lee,"" and ""The Raven.""",2004.0,4.36,65137.0
9780143038108,The Kitchen God's Wife,,Amy Tan,Fiction,"Winnie Louie, an aging Chinese woman convinced that she will die soon, decides to unburden herself by divulging the secrets of those closest to her and to her suspicious, Americanized daughter.",2006.0,4.0,64285.0
9781932416640,What is the what,The Autobiography of Valentino Achak Deng : a Novel,Dave Eggers,Fiction,,2006.0,4.16,64088.0
9781400044160,Half of a Yellow Sun,,Chimamanda Ngozi Adichie,Fiction,"Re-creates the 1960s struggle of Biafra to establish an independent republic in Nigeria, following the intertwined lives of the characters through a military coup, the Biafran secession, and the resulting civil war.",2006.0,4.31,63910.0
9780375835315,Nick and Norah's Infinite Playlist,,Rachel Cohn;David Levithan,Juvenile Fiction,"High school student Nick O'Leary, member of a rock band, meets college-bound Norah Silverberg and asks her to be his girlfriend for five minutes in order to avoid his ex-sweetheart.",2006.0,3.72,63806.0
9781594481932,A Long Way Down,,Nick Hornby,Fiction,,2006.0,3.42,63741.0
9780812565959,Shadow of the Hegemon,,Orson Scott Card,Fiction,The children of the Battle School are more than heroes; they are potential weapons that can bring power to the countries that control them.,2001.0,3.94,63691.0
9781579126247,The A.B.C. Murders,A Hercule Poirot Novel,Agatha Christie,Fiction,"In one of Christie's most twisted tales, the meticulous Belgian sleuth must navigate the eerie maze of a serial killer's mind. C is for Clarke, struck down in Churston.",1936.0,4.0,63488.0
9780099489986,Watermelon,,Marian Keyes,Fiction,"Claire's husband James leaves her for Denise from the flat downstairs, the day their first child is born.",2005.0,3.78,63160.0
9781400032815,Diary,A Novel,Chuck Palahniuk,Fiction,,2004.0,3.61,63149.0
9780553582918,Intensity,,Dean Ray Koontz,Fiction,,2000.0,4.04,62698.0
9780763625894,The Miraculous Journey of Edward Tulane,,Kate DiCamillo,Juvenile Fiction,,2006.0,4.36,62334.0
9780312181109,I Capture the Castle,,Dodie Smith,Fiction,,1948.0,4.0,62290.0
9780450610097,Nightmares and Dreamscapes,,Stephen King,English fiction,A collection of horror stories.,1994.0,3.93,61981.0
9780385265706,The Book of Ruth,,Jane Hamilton,Fiction,"Ruth, a young woman living in a rural Illinois town, looks back on the people who have shaped her life, including her runaway father, shrewish mother, and crazy husband",1990.0,3.84,61475.0
9780679763970,Corelli's Mandolin,A Novel,Louis De Bernières,Fiction,"The idyllic world of the Greek island of Cephallonia is forever changed by the inexorable changes of World War II, as the inhabitants struggle to cope with the Axis invasion and occupation",1995.0,3.97,61387.0
9780064408677,The Trumpet of the Swan,,E. B. White,Juvenile Fiction,Louis tries everything he can think of to win Serena's affection -- he even goes to school to learn to read and write.,2000.0,4.07,61304.0
9781842430224,Still Life with Woodpecker,,Tom Robbins,Fiction,"A sort of love story revealing the purpose of the moon, the difference between criminals and outlaws, and the problem with redheads. Also paints a humorous portrait of contemporary society.",2001.0,4.04,60966.0
9780446614832,3rd Degree,,James Patterson;Andrew Gross,Fiction,"In James Patterson's shockingly suspenseful #1 New York Times bestseller, one member of the Women's Murder Club is hiding a secret so dangerous that it could destroy them all.",2005.0,4.01,60777.0
9780385729369,Forever in Blue,The Fourth Summer of the Sisterhood,Ann Brashares,Juvenile Fiction,"As their lives take them in different directions, Lena, Tibby, Carmen, and Bridget discover many more things about themselves and the importance of their relationship with each other.",2007.0,3.81,60767.0
9780312330866,All Things Bright and Beautiful,,James Herriot,Biography & Autobiography,"A Yorkshire veterinarian describes the adventures and experiences of his career as he tends to sick cattle, pregnant ewes, ailing dogs, and their eccentric owners, in a celebration of the relationships between human and animal",2004.0,4.31,60280.0
9780141439631,The Portrait of a Lady,,Henry James,Fiction,,2003.0,3.77,60027.0
9780425181102,Phantoms,,Dean Ray Koontz,Fiction,"Now with a new afterword, Dean Koontz explains the impact Phantoms had on his career. A tale of an abandoned town and the unimaginable truth behind its silence...",2001.0,3.94,59938.0
9780552152952,Reaper Man,,Terry Pratchett,Discworld (Imaginary place),"If Death doesn't come for you, then what are you supposed to do in the meantime? You can't have the undead wandering about like lost souls.",2005.0,4.29,59901.0
9780812973013,Mountains Beyond Mountains,,Tracy Kidder,Biography & Autobiography,"Paul Farmer follows the efforts of this unconventional Harvard genius to understand the world's great health, economic, and social problems and to bring healing to humankind. A portrait of infectious disease expert Dr.",2004.0,4.22,59877.0
9780586008355,The Caves of Steel,,Isaac Asimov,Fiction,A Classic Robot novel.,1993.0,4.16,59865.0
9780671685638,Ghost Story,,Peter Straub,Fiction,,1989.0,3.95,59658.0
9780060851989,Queen of Babble,A Novel,Meg Cabot,Fiction,,2006.0,3.69,59613.0
9780553375930,Girls in Pants,The Third Summer of the Sisterhood,Ann Brashares,Juvenile Fiction,The members of the Sisterhood of the Traveling Pants graduate from high school and spend their last summer before college learning about life and themselves.,2005.0,3.82,59536.0
9780553588262,Forever Odd,,Dean Ray Koontz,Fiction,"In the unique world of Pico, Odd--an unforgettable hero who lives between the living and the dead--takes a stand against evil in a battle where there are no innocent bystanders. Reprint.",2006.0,3.97,59417.0
9780812971422,Color,A Natural History of the Palette,Victoria Finlay,Art,"Examining the physical materials that color the world, a freelance journalist explores the social, political, and cultural implications of color throughout history. 15,000 first printing. Reprint.",2004.0,3.78,59145.0
9781416903437,Wild Magic,,Tamora Pierce,Juvenile Fiction,"Thirteen-year-old DaIne has always had a knack with animals, but it's not until she's forced to leave home that she realizes it's more than a knack -- it's magic.",2005.0,4.33,58923.0
9780689878589,The Woman Who Rides Like a Man,,Tamora Pierce,Juvenile Fiction,"Captured by fierce desert dwellers, she is forced to prove herself in a duel to the death -- either she will be killed or she will be inducted into the tribe.",2005.0,4.21,58610.0
9780064472777,All-American Girl,,Meg Cabot,Juvenile Fiction,And now she's been appointed teen ambassador to the UNAnd the number-one reason Sam's life is over?1. She's in love with her big sister's boyfriend 7.,2003.0,3.74,58422.0
9780787960759,The Five Dysfunctions of a Team,A Leadership Fable,Patrick M. Lencioni,Business & Economics,,2002.0,4.02,57971.0
9780553564938,Magician,Master,Raymond E. Feist,Fiction,"As a captive slave of the Tsurani, warlike invaders from another world, Pug, an apprentice sorcerer, learns to control his awesome magical powers in order to battle an ancient Evil",1993.0,4.26,57779.0
9780671035976,How to Stop Worrying and Start Living,,Dale Carnegie,Psychology,,2004.0,4.11,57572.0
9780553381344,The bonfire of the vanities,,Tom Wolfe,Fiction,"Sherman McCoy, a young investment banker in Manhattan, finds himself arrested following a freak accident and becomes involved with prosecutors, politicians, the press, and assorted hustlers. Reprint.",1987.0,3.84,57301.0
9780060872984,Next,,Michael Crichton,Fiction,,2006.0,3.49,57257.0
9780552154284,Hogfather,,Terry Pratchett,Christmas,You might even want more standing between you and oblivion than a mere slip of a girl - even if she has looked Death in the face on numerous occasions...,2006.0,4.24,56929.0
9780743289412,Lisey's Story,A Novel,Stephen King,Fiction,,2006.0,3.67,56882.0
9780007127740,The illustrated man,,Ray Bradbury,Fiction,,2002.0,4.14,56781.0
9780385339599,The Summons,,John Grisham,Fiction,,2005.0,3.69,56780.0
9780452286535,The Jane Austen Book Club,,Karen Joy Fowler,Fiction,,2005.0,3.08,56434.0
9780671015206,The Millionaire Next Door,,Thomas J. Stanley;William D. Danko,Biography & Autobiography,"Reveals that the accumulation of wealth in the United States is most often done through hard work, diligent savings, and living a frugal lifestyle",1998.0,4.02,56189.0
9780099448570,"South of the Border, West of the Sun",,Haruki Murakami,Domestic fiction,"Growing up in the suburbs in post-war Japan, it seemed to Hajime that everyone but him had brothers and sisters.",2003.0,3.87,56172.0
9780679776819,Birdsong,,Sebastian Faulks,Fiction,"In 1910, Stephen Wraysford, a young Englishman, journeys to France, becomes embroiled in a series of traumatic events, including a clandestine love affair, and finds himself trapped amid the horrors of the First World War.",1997.0,4.08,55388.0
9780345443281,While I was Gone,,Sue Miller,Fiction,,2000.0,3.68,55166.0
9781857988093,I Am Legend,,Richard Matheson,Horror tales,"Every other man, woman and child on the planet has become a vampire, and they are all hungry for Neville¿s blood.",1999.0,4.06,55137.0
9780486424545,Howards End,,E. M. Forster,Fiction,A strong-willed and intelligent woman refuses to allow the pretensions of her husband's smug English family to ruin her life.,2002.0,3.96,54709.0
9781416509875,A Hunger Like No Other,,Kresley Cole,Fiction,,2006.0,4.2,54596.0
9780743466523,Fall on Your Knees,,Ann-Marie MacDonald,Fiction,,2002.0,3.96,54468.0
9780375814686,Terrier,,Tamora Pierce,Juvenile Fiction,,2006.0,4.16,54179.0
9780440228899,The Cricket in Times Square,,George Selden,Juvenile Fiction,The adventures of a country cricket who unintentionally arrives in New York and is befriended by Tucker Mouse and Harry Cat.,1999.0,4.02,54174.0
9780060913076,The Crying of Lot 49,,Thomas Pynchon,Fiction,"The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge.",1966.0,3.7,54061.0
9780802136831,The Six Wives of Henry VIII,,Alison Weir,Biography & Autobiography,"Profiles the oft-married English monarch and the women that came to define him through marriage, detailing their little-known histories and personalities. Reprint.",2000.0,4.11,53977.0
9780141441160,A Passage to India,,Edward Morgan Forster;Pankaj Mishra,Fiction,What really happened to Miss Quested in the Marabar Caves? This tantalising question provides the intense drama of racial tension at the centre of Foster's last and greatest novel.,2005.0,3.68,53972.0
9780064407311,Monster,,Walter Dean Myers,Juvenile Fiction,Steve (Voice-Over) Sometimes I feel like I have walked into the middle of a movie. The film will be the story of my life. I'll call it what the lady prosecutor called me ...,2001.0,3.71,53833.0
9780385333870,Galapagos: A Novel,,Kurt Vonnegut,Fiction,,1999.0,3.87,53777.0
9780743470124,Goodnight Nobody,A Novel,Jennifer Weiner,Fiction,,2006.0,3.65,53505.0
9780316910330,Gossip Girl #1,A Novel by Cecily von Ziegesar,Cecily von Ziegesar,Young Adult Fiction,,2002.0,3.51,53230.0
9780060572976,"The Good, the Bad, and the Undead",,Kim Harrison,Fiction,"It's a tough life for witch Rachel Morgan, sexy, independent bounty hunter, prowling the darkest shadows of downtown Cincinnati for criminal creatures of the night.",2005.0,4.26,53112.0
9780060987527,Confessions of an Ugly Stepsister,A Novel,Gregory Maguire,Fiction,,2000.0,3.52,53017.0
9780142000700,Travels with Charley,In Search of America,John Steinbeck,Biography & Autobiography,Steinbeck records his emotions and experiences during a journey of rediscovery in his native land.,2002.0,4.08,52914.0
9780345457691,Altered Carbon,,Richard K. Morgan,Fiction,"In a twenty-fifth-century world in which death is nearly obsolete, thanks to a technology that allows a person's consciousness to be downloaded into a new body, former U.N.",2006.0,4.06,52810.0
9781842430354,Jitterbug Perfume,,Tom Robbins,Fiction,Reissue of the classic Tom Robbins novel which has been a bestseller since first released.,2001.0,4.24,52696.0
9780671662349,Anne Frank Remembered,The Story of the Woman who Helped to Hide the Frank Family,Miep Gies;Alison Leslie Gold,History,"The reminiscences of Miep Gies, the woman who hid the Frank family in Amsterdam during the Second World War, presents a vivid story of life under Nazi occupation.",1988.0,4.28,52443.0
9780679731146,A Year in Provence,,Peter Mayle,Provence (France),"A month-by-month account of the author's experience in the first year of restoring a two-centuries old stone farmhouse in back country Provence, France.",1991.0,3.96,52434.0
9780525950127,The Woods,,Harlan Coben,Fiction,,2007.0,4.04,52366.0
9780451208644,Black Like Me,,John Howard Griffin,Biography & Autobiography,A white writer recounts his experiences in the American South following treatments that darkened his skin and shares his thoughts on the problems of prejudice and racial injustice.,1996.0,4.13,52092.0
