Title,Director,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
Harry Potter and the Chamber of Secrets,J. K. Rowling,Juvenile Fiction,"Witchcraft, wizardry - fiction.",5.0,1.0,1999,http://books.google.com/books/content?id=nmXTy4FPfcwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Harry Potter and the Sorcerer's Stone,J. K. Rowling,Juvenile Fiction,"Rescued from the outrageous neglect of his aunt and uncle, a young boy with a great destiny proves his worth while attending Hogwarts School for Witchcraft and Wizardry.",5.0,1.0,1999,http://books.google.com/books/content?id=utWSuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Subtle Knife,Philip Pullman,Fantasy,"As the boundaries between worlds begin to dissolve, Lyra and her daemon help Will Parry in his search for his father and for a powerful, magical knife.",4.0,5.0,2007,http://books.google.com/books/content?id=ud3lKwcnaXkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Return of the King,John Ronald Reuel Tolkien,Fiction,A chronicle of the great War of the Ring between the hobbits and the Enemy who made the One Ring.,4.5,3.0,1994,http://books.google.com/books/content?id=nVZ0hDMCKkoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien,Fiction,"Bilbo Baggins an unambitious hobbitt, and a company of dwarves meet high adventure with trolls, goblins, elves and giant spiders, in search of dragon guarded gold.",5.0,1.0,1981,http://books.google.com/books/content?id=aTNpF3SrejYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien,Fiction,"Bilbo Baggins an unambitious hobbitt, and a company of dwarves meet high adventure with trolls, goblins, elves and giant spiders, in search of dragon guarded gold.",5.0,1.0,1981,http://books.google.com/books/content?id=aTNpF3SrejYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Dark is Rising,Susan Cooper,Juvenile Fiction,A Margaret K. McElderry Book.,3.5,3.0,1973-04,http://books.google.com/books/content?id=EiqUckhKnE4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Caraval,Stephanie Garber,Juvenile Fiction,"The acclaimed New York Times bestseller Welcome, welcome to Caraval--Stephanie Garber's sweeping tale of the unbreakable bond between two sisters. It's the closest you'll ever find to magic in this world... Scarlett has never left the tiny island where she and her beloved sister, Tella, live with their powerful, and cruel, father. Now Scarlett's father has arranged a marriage for her, and Scarlett thinks her dreams of seeing Caraval, the far-away, once-a-year performance where the audience participates in the show, are over. But this year, Scarlett's long-dreamt of invitation finally arrives. With the help of a mysterious sailor, Tella whisks Scarlett away to the show. Only, as soon as they arrive, Tella is kidnapped by Caraval's mastermind organizer, Legend. It turns out that this season's Caraval revolves around Tella, and whoever finds her first is the winner. Scarlett has been told that everything that happens during Caraval is only an elaborate performance. But she nevertheless becomes enmeshed in a game of love, heartbreak, and magic with the other players in the game. And whether Caraval is real or not, she must find Tella before the five nights of the game are over, a dangerous domino effect of consequences is set off, and her sister disappears forever. Welcome, welcome to Caraval . . . beware of getting swept too far away. New York Times bestseller #1 IndieNext Pick Publishers Weekly Flying Start Entertainment Weekly Best 10 YA Books of 2017 Teen Vogue Best YA Book of the Year Amazon Best Book of the Year Barnes & Noble Best Book of the Year BuzzFeed Best Book of the Year ""The Hunger Games meets The Night Circus. Grade: A-."" --Entertainment Weekly ""Impressive, original, wondrous."" --USA Today ""Spellbinding."" --US Weekly ""Magnificent."" --Publishers Weekly, starred review ""I lost myself in this world."" --Sabaa Tahir, author of An Ember in the Ashes ""Beautifully written."" --Ren e Ahdieh, author of The Wrath and the Dawn ""Shimmers with magic."" --Marie Rutkoski, author of The Winner's Curse ""Darkly enchanting."" --Kiersten White, author of And I Darken ""Decadent."" --Roshani Chokshi, author of The Star-Touched Queen ""Like stepping into a living dream."" --Stacey Lee, author of Outrun the Moon ""Destined to capture imaginations."" --Kirkus Reviews ""Ideal for fans of The Night Circus, Stardust, and The Hunger Games."" --School Library Journal",4.0,2.0,2017-01-31,http://books.google.com/books/content?id=kA-HDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Quidditch Through the Ages,J. K. Rowling,Juvenile Fiction,"Did you know that: there are 700 ways of committing a foul in Quidditch? The game first began to evolve on Queerditch Marsh? What Bumphing is? That Puddlemere United is oldest team in the Britain and Ireland league? (Founded 1163.) All this information and much more could be yours once you have read this book: this is all you could ever need to know about the history, the rules - and the breaking of the rules - of the noble wizarding sport of Quidditch.",4.5,2.0,2009-01-01,http://books.google.com/books/content?id=m-u6KyViFD8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Field Guide,"Tony DiTerlizzi, Holly Black",Juvenile Fiction,When the Grace children go to stay at their great-aunt and other creatures and begin to have some unusual experiences.,4.0,10.0,2003-05,http://books.google.com/books/content?id=7FbX-Rac8hMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Six of Crows,Leigh Bardugo,Juvenile Fiction,"The Grishaverse will be coming to Netflix soon with Shadow and Bone, an original series Enter the Grishaverse with the #1 New York Times-bestselling Six of Crows. Ketterdam: a bustling hub of international trade where anything can be had for the right price--and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can't pull it off alone. . . . A convict with a thirst for revenge. A sharpshooter who can't walk away from a wager. A runaway with a privileged past. A spy known as the Wraith. A Heartrender using her magic to survive the slums. A thief with a gift for unlikely escapes. Six dangerous outcasts. One impossible heist. Kaz's crew is the only thing that might stand between the world and destruction--if they don't kill each other first. Six of Crows by Leigh Bardugo returns to the breathtaking world of the Grishaverse in this unforgettable tale about the opportunity--and the adventure--of a lifetime. ""Six of Crows is a twisty and elegantly crafted masterpiece that thrilled me from the beginning to end."" -New York Times-bestselling author Holly Black ""Six of Crows is] one of those all-too-rare, unputdownable books that keeps your eyes glued to the page and your brain scrambling to figure out what's going to happen next."" -Michael Dante DiMartino, co-creator of Avatar: The Last Airbender and The Legend of Korra ""There's conflict between morality and amorality and an appetite for sometimes grimace-inducing violence that recalls the Game of Thrones series. But for every bloody exchange there are pages of crackling dialogue and sumptuous description. Bardugo dives deep into this world, with full color and sound. If you're not careful, it'll steal all your time."" --The New York Times Book Review Praise for the Grishaverse ""A master of fantasy."" --The Huffington Post ""Utterly, extremely bewitching."" --The Guardian ""The best magic universe since Harry Potter."" --Bustle ""This is what fantasy is for."" --The New York Times Book Review "" A] world that feels real enough to have its own passport stamp."" --NPR ""The darker it gets for the good guys, the better."" --Entertainment Weekly ""Sultry, sweeping and picturesque. . . . Impossible to put down."" --USA Today ""There's a level of emotional and historical sophistication within Bardugo's original epic fantasy that sets it apart."" --Vanity Fair ""Unlike anything I've ever read."" --Veronica Roth, bestselling author of Divergent ""Bardugo crafts a first-rate adventure, a poignant romance, and an intriguing mystery "" --Rick Riordan, bestselling author of the Percy Jackson series ""This is a great choice for teenage fans of George R.R. Martin and J.R.R. Tolkien."" --RT Book Reviews Read all the books in the Grishaverse The Shadow and Bone Trilogy (previously published as The Grisha Trilogy) Shadow and Bone Siege and Storm Ruin and Rising The Six of Crows Duology Six of Crows Crooked Kingdom The Language of Thorns: Midnight Tales and Dangerous Magic",5.0,1.0,2015-09-29,http://books.google.com/books/content?id=ZCtfCgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Voyage of the Dawn Treader,Clive Staples Lewis,Juvenile Fiction,"This year sees the launch of the most exciting Chronicles of Narnia film yet, we publish a beautiful tie-in edition of The Voyage of the Dawn Treader.",5.0,1.0,1979,http://books.google.com/books/content?id=fJiGi90xYwEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Wizard of Oz,Lyman Frank Baum,Juvenile Fiction,"After a cyclone transports her to the land of Oz, Dorothy must seek out the great wizard in order to return to Kansas.",4.0,1.0,2002,http://books.google.com/books/content?id=9hLbLQMy_cwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Neverseen,Shannon Messenger,Juvenile Fiction,"""Sophie battles the rebels--and recovers dark memories from her past. She must question everything to find a truth that will either save her world--or shatter it""--",5.0,1.0,2016-11,http://books.google.com/books/content?id=hqFSDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Gunslinger,Stephen King,Adventure stories,The End Is Near. Start At The Beginning.Prepare for the climax of Stephen King's career...Get ready for the final Dark Tower books this fall...Stock up on the first Dark Tower book this summer...The #I BestsellerBook one in mass market paperback from Signet!,4.0,18.0,1989,http://books.google.com/books/content?id=OxM59ts4iloC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Eragon; Eldest,Christopher Paolini,Juvenile Fiction,"In Aagaesia, a fifteen-year-old boy of unknown lineage called Eragon finds a mysterious stone that weaves his life into an intricate tapestry of destiny, magic, and power, peopled with dragons, elves, and monsters.",4.5,10.0,2005-08-23,http://books.google.com/books/content?id=CWdYAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Golden Compass,Philip Pullman,Juvenile Fiction,"Living among scholars in the hallowed halls of Jordan College, Lyra hears rumors of a magical dust that supposedly possesses powers that can unite whole universes, and begins a difficult and dangerous journey to find it.",4.0,10.0,2003,http://books.google.com/books/content?id=7tuVYvTleAEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Brisingr,Christopher Paolini,Juvenile Fiction,"Following the colossal battle against the Empire's warriors, Eragon and Saphira narrowly escaped with their lives. But more awaits the Rider and his dragon, as Eragon finds himself bound by promises he may not be able to keep, including his oath to cousin",5.0,2.0,2009-09,http://books.google.com/books/content?id=FmMFgOG_OOIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Eragon,Christopher Paolini,Juvenile Nonfiction,"When Eragon finds a polished stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon soon realizes he has stumbled upon a legacy",5.0,1.0,2005,http://books.google.com/books/content?id=Hb-yqZYzsiIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Little Myth Marker,Robert Asprin,Fiction,Jealous opponents of the young magician Skeeve and his demon mentor hire a top Character Assassin to force them out of business.,4.0,1.0,1987,http://books.google.com/books/content?id=Ngj2ShgoCpUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Little Myth Marker,Robert Asprin,Fiction,Jealous opponents of the young magician Skeeve and his demon mentor hire a top Character Assassin to force them out of business.,4.0,1.0,1987,http://books.google.com/books/content?id=Ngj2ShgoCpUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Annotated Wizard of Oz,Lyman Frank Baum,Fiction,"The first striking thing about this book is its elegant dust jacket made to look like a copper plate. But the eye candy stretches past the front cover, nearly every page with either color illustrations or distinctive frames, fleurons, and figures around the text. Not surprising to those who've taken some literature classes, the annotations following a page of text are often far longer than whatever bit of text they illustrate. But if the reader should find academicism beside the point, annotations are easy to skip because Baum's story is written in larger type. This edition is for both kids and kiddie litters, the latter interested in such tidbits as the Dorothy-type farmgirl character called Dot, Dolly, and Doris in other works by Frank Baum, and the reigning theory that Dorothy lived in Kansas, yes, but more specifically, Topeka. Reprinted from the 1900 edition with many of the original drawings by W.W. Denslow. Oversize: 9.5x10.5"". Annotation copyrighted by Book News Inc., Portland, OR",4.0,1.0,2000,http://books.google.com/books/content?id=bpkVEAaUuMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Science Fact and Science Fiction,Brian M. Stableford,Fiction,Publisher description,5.0,1.0,2006,http://books.google.com/books/content?id=uefwmdROKTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Philosophy of Science Fiction Film,Steven Sanders,Performing Arts,"The science fiction genre maintains a remarkable hold on the imagination and enthusiasm of the filmgoing public, captivating large audiences worldwide and garnering ever-larger profits. Science fiction films entertain the possibility of time travel and extraterrestrial visitation and imaginatively transport us to worlds transformed by modern science and technology. They also provide a medium through which questions about personal identity, moral agency, artificial consciousness, and other categories of experience can be addressed. In The Philosophy of Science Fiction Film, distinguished authors explore the storylines, conflicts, and themes of fifteen science fiction film classics, from Metropolis to The Matrix. Editor Steven M. Sanders and a group of outstanding scholars in philosophy, film studies, and other fields raise science fiction film criticism to a new level by penetrating the surface of the films to expose the underlying philosophical arguments, ethical perspectives, and metaphysical views. Sanders's introduction presents an overview and evaluation of each essay and poses questions for readers to consider as they think about the films under discussion.The first section, ""Enigmas of Identity and Agency,"" deals with the nature of humanity as it is portrayed in Blade Runner, Dark City, Frankenstein, Invasion of the Body Snatchers, and Total Recall. In the second section, ""Extraterrestrial Visitation, Time Travel, and Artificial Intelligence,"" contributors discuss 2001: A Space Odyssey, The Terminator, 12 Monkeys, and The Day the Earth Stood Still and analyze the challenges of artificial intelligence, the paradoxes of time travel, and the ethics of war. The final section, ""Brave Newer World: Science Fiction Futurism,"" looks at visions of the future in Metropolis, The Matrix, Alphaville, and screen adaptations of George Orwell's 1984.",4.0,2.0,2007-12-14,http://books.google.com/books/content?id=xIU9d6W3vEkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
From Science Fiction to Science Facts,C. B. Don,Education,"""FROM SCIENCE FICTION TO SCIENCE FACTS"" is the non-fiction companion study guide to the fantastic science-fiction novel, ""Accused By Facet-Eyes"". It is a unique teaching/learning approach, which pairs literary entertainment with fascinating life science facts. Academic enrichment for nature-loving readers, middle-, high-school and college students. Intended for mainstream, supplementary and home schooling education. Readers will learn why honeybees are endangered worldwide; their pivotal role in pollination and will better appreciate the essential, mutual interdependence with humankind. Eye-opening life science facts point out important interactions of biology, chemistry and physics with contemporary issues in ecology and human-induced environmental hazards from a global, social perspective. ""From Science Fiction To Science Facts"" is a great time-saver for busy educators. Over 400 easily accessed references support the science facts; an overview of the science topics shows their relevance to the National Science Education Standards categories; the analytical format and discussion questions encourage critical thought and debates; C.B. Don's original, captivating photographs bring foraging honeybees on garden flowers to life!",1.0,1.0,2005-07,http://books.google.com/books/content?id=2WRZFwoGe6sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Heart of Time,Sabina Knight,Education,"Knight describes modern Chinese fiction's unique contribution to ethical and literary debates over the possibility for meaningful moral action. By analyzing discourses of agency and fatalism and the ethical import of narrative structures, the author explores how representations of determinism and moral responsibility changed over the 20th century.",5.0,1.0,2006,http://books.google.com/books/content?id=WRsRAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Opus Three Hundred,Isaac Asimov,Fiction,"Contains a collection of essays, studies and short stories divided into subject categories. Includes behindthe-scenes accounts of how the author conceives his writings.",4.0,1.0,1984,http://books.google.com/books/content?id=8D9aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Modern Wizard,Rodrigues Ottolengui,Science,"A Modern Wizard is written by Rodrigues Ottolengui. Bacteriology and hypnotism are woven into this narrative, with the first part of the book centering upon the possible inoculation of one of the characters with the cultures of the microbe of diphtheria.",3.0,1.0,1894,http://books.google.com/books/content?id=SP4_AAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
It's Been a Good Life,Isaac Asimov,Biography & Autobiography,"""Now ten years after her husband's death, Janet Jeppson Asimov has carefully mined the depths of Asimov's most personal thoughts about his life and work. She lovingly combines these with revealing excerpts from his letters to create an intimate portrait of a genius whose tireless passion for writing is evident on every page."".",5.0,1.0,2002,http://books.google.com/books/content?id=v0haAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Why We Read Fiction,Lisa Zunshine,Literary Criticism,"Why We Read Fiction offers a lucid overview of the most exciting area of research in contemporary cognitive psychology known as ""Theory of Mind"" and discusses its implications for literary studies. It covers a broad range of fictional narratives, from Richardson s Clarissa, Dostoyevski's Crime and Punishment, and Austen s Pride and Prejudice to Woolf's Mrs. Dalloway, Nabokov's Lolita, and Hammett s The Maltese Falcon. Zunshine's surprising new interpretations of well-known literary texts and popular cultural representations constantly prod her readers to rethink their own interest in fictional narrative. Written for a general audience, this study provides a jargon-free introduction to the rapidly growing interdisciplinary field known as cognitive approaches to literature and culture.",3.0,1.0,2006,http://books.google.com/books/content?id=BtdB2CcXazEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Different Engines,"M. Brake, N. Hook",Fiction,"Since its emergence in the seventeenth century, science fiction has been a sustained, coherent and subversive check on the promises and pitfalls of science. In their turn, invention and discovery have forced fiction writers to confront the nature and limits of reality. Different Engines traces the way in which we've imagined the future.",5.0,1.0,2007-11-04,http://books.google.com/books/content?id=kmrRxqes2B4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Science Fact and Science Fiction,Brian M. Stableford,Fiction,Publisher description,5.0,1.0,2006,http://books.google.com/books/content?id=uefwmdROKTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
I'm Working on That,"William Shatner, Chip Walter",Fiction,Cultural icon and original Star Trek captain Shatner crisscrosses the U.S.--from MIT to Cal Tech--in search of the countless scientists and inventors who make fictional science real.,3.0,1.0,2004-02-17,http://books.google.com/books/content?id=pCUtTlIFLZQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Philosophy of Science Fiction Film,Steven Sanders,Performing Arts,"The science fiction genre maintains a remarkable hold on the imagination and enthusiasm of the filmgoing public, captivating large audiences worldwide and garnering ever-larger profits. Science fiction films entertain the possibility of time travel and extraterrestrial visitation and imaginatively transport us to worlds transformed by modern science and technology. They also provide a medium through which questions about personal identity, moral agency, artificial consciousness, and other categories of experience can be addressed. In The Philosophy of Science Fiction Film, distinguished authors explore the storylines, conflicts, and themes of fifteen science fiction film classics, from Metropolis to The Matrix. Editor Steven M. Sanders and a group of outstanding scholars in philosophy, film studies, and other fields raise science fiction film criticism to a new level by penetrating the surface of the films to expose the underlying philosophical arguments, ethical perspectives, and metaphysical views. Sanders's introduction presents an overview and evaluation of each essay and poses questions for readers to consider as they think about the films under discussion.The first section, ""Enigmas of Identity and Agency,"" deals with the nature of humanity as it is portrayed in Blade Runner, Dark City, Frankenstein, Invasion of the Body Snatchers, and Total Recall. In the second section, ""Extraterrestrial Visitation, Time Travel, and Artificial Intelligence,"" contributors discuss 2001: A Space Odyssey, The Terminator, 12 Monkeys, and The Day the Earth Stood Still and analyze the challenges of artificial intelligence, the paradoxes of time travel, and the ethics of war. The final section, ""Brave Newer World: Science Fiction Futurism,"" looks at visions of the future in Metropolis, The Matrix, Alphaville, and screen adaptations of George Orwell's 1984.",4.0,2.0,2007-12-14,http://books.google.com/books/content?id=xIU9d6W3vEkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Wizards, Aliens, and Starships",Charles L. Adler,Science,"Explaining the science behind science fiction and fantasy—from the probable to the impossible From teleportation and space elevators to alien contact and interstellar travel, science fiction and fantasy writers have come up with some brilliant and innovative ideas. Yet how plausible are these ideas--for instance, could Mr. Weasley's flying car in the Harry Potter books really exist? Which concepts might actually happen, and which ones wouldn’t work at all? Wizards, Aliens, and Starships delves into the most extraordinary details in science fiction and fantasy--such as time warps, shape changing, rocket launches, and illumination by floating candle--and shows readers the physics and math behind the phenomena. With simple mathematical models, and in most cases using no more than high school algebra, Charles Adler ranges across a plethora of remarkable imaginings, from the works of Ursula K. Le Guin to Star Trek and Avatar, to explore what might become reality. Adler explains why fantasy in the Harry Potter and Dresden Files novels cannot adhere strictly to scientific laws, and when magic might make scientific sense in the muggle world. He examines space travel and wonders why it isn’t cheaper and more common today. Adler also discusses exoplanets and how the search for alien life has shifted from radio communications to space-based telescopes. He concludes by investigating the future survival of humanity and other intelligent races. Throughout, he cites an abundance of science fiction and fantasy authors, and includes concise descriptions of stories as well as an appendix on Newton's laws of motion. Wizards, Aliens, and Starships will speak to anyone wanting to know about the correct--and incorrect--science of science fiction and fantasy.",5.0,1.0,2014-02-02,http://books.google.com/books/content?id=7QvtAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Treasure Island,Robert Louis Stevenson,Fiction,"While going through the possessions of a deceased guest who owed them money, the mistress of the inn and her son find a treasure map that leads them to a pirate's fortune.",5.0,1.0,2004,http://books.google.com/books/content?id=Oi9vfDvIuBUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Fantastic Mr. Fox,Roald Dahl,Juvenile Fiction,The adventures of Mr. Fox and three mean farmers who want to destroy the fox and his family.,4.0,35.0,1998,http://books.google.com/books/content?id=inZhHuo89T8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
River Boy,Tim Bowler,Fiction,"A new mass-market edition of this Carnegie Medal-winner. One of the classic teenage novels of the nineties, ""River Boy"" is an emotional, moving book which has had a profound influence on its readers. Following the story of Jess's dying grandfather, and the marathon river swim Jess becomes caught up in, it uses poetic and surreal images of water andswimming to deal with the difficult subjects of death and loss in an accessible and affecting way. * Winner of the Carnegie Medal and the Angus Book Prize * A moving poetic exploration of grief and loss. * Internationally successful - foreign rights have so far been sold to America, Denmark, Sweden, Germany, Belgium, Italy, Poland and Portugal. A film option has been agreed. * New cover treatment to match Tim Bowler's wonderful new novel, ""Storm Catchers"". * Author was born and brought up in Leigh-on-Sea, Essex, and now lives in Totnes, Devon.",4.5,2.0,2001,http://books.google.com/books/content?id=w6lrc-9EapgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Ironwood Tree,"Tony DiTerlizzi, Holly Black",Juvenile Fiction,OLS-N conf. May/04.,4.5,6.0,2004-04,http://books.google.com/books/content?id=dhtB6wh57roC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
White Fang,Jack London,Adventure,,4.0,8.0,1906,http://books.google.com/books/content?id=px0ZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Boy in the Striped Pyjamas,John Boyne,Foreign Language Study,"Berlin 1942. When Bruno returns home from school one day, he discovers that his belongings are being packed in crates. His father has received a promotion and the family must move from their home to a new house far far away, where there is no one to play with and nothing to do. A tall fence running alongside stretches as far as the eye can see and cuts him off from the strange people he can see in the distance. But Bruno longs to be an explorer and decides that there must be more to this desolate new place than meets the eye. While exploring his new environment, he meets another boy whose life and circumstances are very different to his own, and their meeting results in a friendship that has devastating consequences.",4.5,4.0,2007,http://books.google.com/books/content?id=6cakAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Coram Boy,Jamila Gavin,Juvenile Fiction,"Set in the eighteenth century, Coram Boy is a tale of two cities and a tale of two boys: Toby, saved from an African slave ship, and Aaron, the illegitimate heir to a great estate. It's also a tale of fathers and sons: slave-trader, Otis, and his son Meshak; and landowner Sir William Ashbrook and the son he disinherits.",4.0,1.0,2000,http://books.google.com/books/content?id=XyRQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Knights of the Kitchen Table,Jon Scieszka,Juvenile Fiction,"Everyones favorite time-travelers are changing their style! ""The Time Warp Trio"" series now features a brand-new, eye-catching design, sure to appeal to longtime fans, and those new to Jon Scieszkas wacky brand of humor.",3.0,1.0,1993,http://books.google.com/books/content?id=mu4sGQV8X44C&printsec=frontcover&img=1&zoom=1&source=gbs_api
One False Note,Gordon Korman,Adventure,"Super-selling author Gordon Korman sends Amy and Dan off on a wild chase in Book 2 of the highly-anticipated 39 Clues series. THIS JUST IN! Amy and Dan Cahill were spotted on a train, hot on the trail of one of 39 Clues hidden around the world. BUT WAIT! Police report a break-in at an elite hotel, and the suspects ALSO sound suspiciously like Amy and Dan. UPDATE! Amy and Dan have been seen in a car . . . no, in a speedboat chase . . . and HOLD EVERYTHING! They're being chased by an angry mob!? When there's a Clue on the line, anything can happen.",4.0,2.0,2008,http://books.google.com/books/content?id=sth5OgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Angel Experiment,James Patterson,Juvenile Fiction,"Max soars above the world . . . but in James Patterson's thrilling adventure, fantasy can come crashing down to reveal the nightmares of the Angel Experiment. Maximum Ride and her ""flock"" -- Fang, Iggy, Nudge, Gasman and Angel -- are just like ordinary kids, only they have wings and can fly. It may seem like a dream come true to some, but their lives can morph into a living nightmare at any time. Angel, the youngest member of the flock, is kidnapped and taken back to the ""School"" where she and the others were experimented on by a crew of whack jobs. Her friends brave a journey to blazing hot Death Valley, CA, to save Angel, but soon enough, they find themselves in yet another nightmare: fighting off the half-human, half-wolf ""Erasers"" in New York City. Whether in the treetops of Central Park or in the bowels of the Manhattan subway system, Max and her adopted family take the ride of their lives. Along the way, Max discovers that her purpose is save the world. But can she?",5.0,4.0,2007-04,http://books.google.com/books/content?id=435JAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Amber Spyglass,Philip Pullman,Adventure,"Together, Will and Lyra approach the most dangerous stage of their epic journey, as the worlds prepare for the greatest war that has ever been known.",4.0,7.0,2005,http://books.google.com/books/content?id=o9GHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Cry of the Icemark,Stuart Hill,Juvenile Fiction,Thirrin must defend her country with the help of a son of a witch and her great strength and courage.,4.0,2.0,2009-04,http://books.google.com/books/content?id=NbFGJDZABOsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Knights of the Kitchen Table,Jon Scieszka,Juvenile Fiction,"Everyones favorite time-travelers are changing their style! ""The Time Warp Trio"" series now features a brand-new, eye-catching design, sure to appeal to longtime fans, and those new to Jon Scieszkas wacky brand of humor.",3.0,1.0,1993,http://books.google.com/books/content?id=mu4sGQV8X44C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Woodsong,Gary Paulsen,Juvenile Nonfiction,"Three-time Newbery Honor author Gary Paulsen recounts the remarkable experiences that shaped his life and inspired his award-winning novels in this vividly detailed nonfiction middle grade book. Gary Paulsen is no stranger to adventure. He has flown off the back of a dogsled and down a frozen waterfall to near disaster and waited for a giant bear to seal his fate with one slap of a claw. He has led a team of sled dogs toward the Alaskan Mountain Range in an Iditarod—the grueling, 1,180-mile dogsled race—hallucinating from lack of sleep but determined to finish. Discover the true stories behind his thrilling books in this incredible book.",3.5,10.0,2007-05-08,http://books.google.com/books/content?id=CQ0QuhLX7pIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Snakehead,Anthony Horowitz,Adventure,"The Australian Secret Service recruits Alex Rider to infiltrate a ruthless gang known as Snakeheads. Alex accepts the assignment, and it becomes his most dangerous mission yet.",5.0,1.0,2008,http://books.google.com/books/content?id=9GpAPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Capt. Hook,J. V. Hart,Juvenile Fiction,"With his long black curls, a shadowy family tree, and an affinity for pet spiders, James Matthew bears little resemblance to his starched-collar, blue-blooded peers at Eton. Dubbed King Jas., he stops at nothing to become the most notorious underclassman in the prestigious school's history. For James, sword fighting, falling in love with an Ottoman Sultana, and challenging the Queen of England are all in a day's skullduggery. But when he sets sail on a ship with a mysterious mission, King Jas.' dream of discovering a magical island quickly turns into an unimaginable nightmare. Screenwriter J. V. Hart traces the evolution of J. M. Barrie's classic villain from an eccentric outcast to the scourge of Neverland.",4.0,1.0,2007-04-24,http://books.google.com/books/content?id=axtnZRjgoXkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Winter Knights,"Paul Stewart, Chris Riddell",Adventure,"Edgeworld descends into an endless winter. Quint, the son of a sky pirate, has just begun his flight training at Knights Academy. When he breaks the rules and heads out to Open Sky on his own, he runs into the great sky leviathans and must use all his ingenuity to save Edgeworld from catastrophe.",5.0,1.0,2005,http://books.google.com/books/content?id=U3mhAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bear Grylls: Two All-Action Adventures,Bear Grylls,Biography & Autobiography,A collection combining two of Bear Grylls' most exciting adventures 'Facing Up' and 'Facing the Frozen Ocean'.,5.0,1.0,2012,http://books.google.com/books/content?id=B4OfAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
